"","season","yr","mnth","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","casual","registered","cnt","cnt_mov_avg_7","cnt_lag_1","cnt_lag_2","cnt_lag_3","cnt_lag_4","cnt_lag_5","cnt_lag_6","cnt_lag_7","cnt_lag_8","cnt_tom","r_cnt_mov_avg_7","r_cnt_mov_avg_2","r_cnt_mov_avg_21","weekly_trend","AR"
"121","2",0,5,"0","0","0","2",0.451667,0.448204,0.762083,0.106354,1138,2213,3351,4114.42857142857,5312,4595,4058,3872,4400,4073,4191,4036,4401,4357.28571428571,4953.5,3445.57142857143,-0.31615460852329,4020.3990281615
"122","2",0,5,"0","1","1","2",0.549167,0.532833,0.73,0.183454,847,3554,4401,4168,3351,5312,4595,4058,3872,4400,4073,4191,4451,4237.28571428571,4331.5,3467.28571428571,0.200429491768074,4275.87808930436
"123","2",0,5,"0","2","1","2",0.616667,0.582079,0.697083,0.342667,603,3848,4451,4169.85714285714,4401,3351,5312,4595,4058,3872,4400,4073,2633,4284.14285714286,3876,3517.42857142857,-0.080530321630248,4396.2979721615
"124","2",0,5,"0","3","1","2",0.414167,0.40465,0.737083,0.328996,255,2378,2633,4084.42857142857,4451,4401,3351,5312,4595,4058,3872,4400,4433,4291.42857142857,4426,3632.52380952381,-0.0115909090909091,3596.61897387579
"125","2",0,5,"0","4","1","1",0.459167,0.441917,0.444167,0.295392,614,3819,4433,4224.71428571429,2633,4451,4401,3351,5312,4595,4058,3872,4608,4114.42857142857,3542,3654.95238095238,0.319989669421488,4195.36588501865
"126","2",0,5,"0","5","1","1",0.479167,0.474117,0.59,0.228246,894,3714,4608,4219.14285714286,4433,2633,4451,4401,3351,5312,4595,4058,4714,4168,3533,3710.47619047619,-0.0924100542138985,4401.25545759007
"127","2",0,5,"0","6","0","1",0.52,0.512621,0.54125,0.16045,1612,3102,4714,4269.42857142857,4608,4433,2633,4451,4401,3351,5312,4595,4333,4169.85714285714,4520.5,3781.04761904762,-0.00282916213275299,4425.79959673293
"128","2",0,5,"0","0","0","1",0.528333,0.518933,0.631667,0.0746375,1401,2932,4333,4490.71428571429,4714,4608,4433,2633,4451,4401,3351,5312,4362,4084.42857142857,4661,3967.66666666667,0.112575301204819,4174.70031673293
"129","2",0,5,"0","1","1","1",0.5325,0.525246,0.58875,0.176,664,3698,4362,4552.28571428571,4333,4714,4608,4433,2633,4451,4401,3351,4803,4224.71428571429,4523.5,3995.71428571429,-0.293046851686064,4364.50179130436
"130","2",0,5,"0","2","1","1",0.5325,0.522721,0.489167,0.115671,694,4109,4803,4480.42857142857,4362,4333,4714,4608,4433,2633,4451,4401,4182,4219.14285714286,4347.5,4040.14285714286,0.00886162235855487,4489.05604987579
"131","2",0,5,"0","3","1","1",0.5425,0.5284,0.632917,0.120642,550,3632,4182,4294,4803,4362,4333,4714,4608,4433,2633,4451,4864,4269.42857142857,4582.5,4116.28571428571,-0.0790833520557178,4273.03228187579
"132","2",0,5,"0","4","1","1",0.535,0.523363,0.7475,0.189667,695,4169,4864,4325.42857142857,4182,4803,4362,4333,4714,4608,4433,2633,4105,4490.71428571429,4492.5,4127.61904761905,-0.588302316748956,4767.67466530436
"133","2",0,5,"0","5","1","2",0.5125,0.4943,0.863333,0.179725,692,3413,4105,4267.71428571429,4864,4182,4803,4362,4333,4714,4608,4433,3409,4552.28571428571,4523,4159.7619047619,-0.0972253552898714,4405.05489901865
"134","2",0,5,"0","6","0","2",0.520833,0.500629,0.9225,0.13495,902,2507,3409,4170.57142857143,4105,4864,4182,4803,4362,4333,4714,4608,4553,4480.42857142857,4484.5,4275.09523809524,0.109157986111111,4005.37993244722
"135","2",0,5,"0","0","0","2",0.5625,0.536,0.867083,0.152979,1582,2971,4553,4123.85714285714,3409,4105,4864,4182,4803,4362,4333,4714,3958,4294,3757,4245.2380952381,0.276834959694527,4345.07949559007
"136","2",0,5,"0","1","1","1",0.5775,0.550512,0.787917,0.126871,773,3185,3958,4082.57142857143,4553,3409,4105,4864,4182,4803,4362,4333,4123,4325.42857142857,3981,4262.47619047619,-0.0507731363951073,4199.71022130436
"137","2",0,5,"0","2","1","2",0.561667,0.538529,0.837917,0.277354,678,3445,4123,4198.57142857143,3958,4553,3409,4105,4864,4182,4803,4362,3855,4267.71428571429,4255.5,4257,0.0926180651077487,4199.79523130436
"138","2",0,5,"0","3","1","2",0.55,0.527158,0.87,0.201492,536,3319,3855,4540.85714285714,4123,3958,4553,3409,4105,4864,4182,4803,4575,4170.57142857143,4040.5,4243.80952380952,0.141578180303977,4011.65711930436
"139","2",0,5,"0","4","1","2",0.530833,0.510742,0.829583,0.108213,735,3840,4575,4556.14285714286,3855,4123,3958,4553,3409,4105,4864,4182,4917,4123.85714285714,3989,4243,0.0781922525107604,4318.53852501865
"140","2",0,5,"0","5","1","1",0.536667,0.529042,0.719583,0.125013,909,4008,4917,4601.28571428571,4575,3855,4123,3958,4553,3409,4105,4864,5805,4082.57142857143,4215,4267.61904761905,0.0594161184210526,4445.45803387579
"141","2",0,5,"0","6","0","1",0.6025,0.571975,0.626667,0.12065,2258,3547,5805,4654,4917,4575,3855,4123,3958,4553,3409,4105,4660,4198.57142857143,4746,4282.95238095238,-0.197807551766139,4963.58040673293
"142","2",0,5,"0","0","0","1",0.604167,0.5745,0.749583,0.148008,1576,3084,4660,4814.42857142857,5805,4917,4575,3855,4123,3958,4553,3409,4274,4540.85714285714,5361,4306.42857142857,-0.702845409210912,4760.20367901865
"143","2",0,5,"0","1","1","2",0.631667,0.590296,0.81,0.233842,836,3438,4274,4829,4660,5805,4917,4575,3855,4123,3958,4553,4492,4556.14285714286,5232.5,4368.7619047619,-0.0235009883593235,4460.34414244722
"144","2",0,5,"0","2","1","2",0.66,0.604813,0.740833,0.207092,659,3833,4492,4795,4274,4660,5805,4917,4575,3855,4123,3958,4978,4601.28571428571,4467,4362.71428571429,-0.0798383021728146,4593.20593073293
"145","2",0,5,"0","3","1","1",0.660833,0.615542,0.69625,0.154233,740,4238,4978,4645.42857142857,4492,4274,4660,5805,4917,4575,3855,4123,4677,4654,4383,4364.66666666667,-0.089497938394373,4836.68880101865
"146","2",0,5,"0","4","1","1",0.708333,0.654688,0.6775,0.199642,758,3919,4677,4663.71428571429,4978,4492,4274,4660,5805,4917,4575,3855,4679,4814.42857142857,4735,4476.33333333333,-0.291309987029831,4844.05741930436
"147","2",0,5,"0","5","1","1",0.681667,0.637008,0.65375,0.240679,871,3808,4679,4638.57142857143,4677,4978,4492,4274,4660,5805,4917,4575,4758,4829,4827.5,4487.95238095238,-0.0222950819672131,4790.07331959007
"148","2",0,5,"0","6","0","1",0.655833,0.612379,0.729583,0.230092,2001,2757,4758,4565.71428571429,4679,4677,4978,4492,4274,4660,5805,4917,4788,4795,4678,4491.33333333333,0.0484034980679276,4783.95297987579
"149","2",0,5,"0","0","0","1",0.6675,0.61555,0.81875,0.213938,2355,2433,4788,4422.28571428571,4758,4679,4677,4978,4492,4274,4660,5805,4098,4645.42857142857,4718.5,4493.42857142857,0.180361757105943,4662.07575930436
"150","2",0,5,"1","1","0","1",0.733333,0.671092,0.685,0.131225,1549,2549,4098,4463.85714285714,4788,4758,4679,4677,4978,4492,4274,4660,3982,4663.71428571429,4773,4515.09523809524,-0.0274678111587983,4446.50614130436
"151","2",0,5,"0","2","1","1",0.775,0.725383,0.636667,0.111329,673,3309,3982,4554.28571428571,4098,4788,4758,4679,4677,4978,4492,4274,3974,4638.57142857143,4443,4502.52380952381,0.0411792232101076,4363.25490130436
"152","2",0,6,"0","3","1","2",0.764167,0.720967,0.677083,0.207092,513,3461,3974,4637.71428571429,3982,4098,4788,4758,4679,4677,4978,4492,4968,4565.71428571429,4040,4463.42857142857,0.11353517364203,4297.81584987579
"153","2",0,6,"0","4","1","1",0.715,0.643942,0.305,0.292287,736,4232,4968,4654.57142857143,3974,3982,4098,4788,4758,4679,4677,4978,5312,4422.28571428571,3978,4453.52380952381,0.201687424668542,4616.03983501865
"154","2",0,6,"0","5","1","1",0.62,0.587133,0.354167,0.253121,898,4414,5312,4718.85714285714,4968,3974,3982,4098,4788,4758,4679,4677,5342,4463.85714285714,4471,4458.47619047619,-0.0622193713919179,4868.53232987579
"155","2",0,6,"0","6","0","1",0.635,0.594696,0.45625,0.123142,1869,3473,5342,4840.42857142857,5312,4968,3974,3982,4098,4788,4758,4679,4906,4554.28571428571,5140,4515.95238095238,-0.135285317375508,4953.95368959007
"156","2",0,6,"0","0","0","2",0.648333,0.616804,0.6525,0.138692,1685,3221,4906,4901.42857142857,5342,5312,4968,3974,3982,4098,4788,4758,4548,4637.71428571429,5327,4608,-0.122740647330811,4809.58503673293
"157","2",0,6,"0","1","1","1",0.678333,0.621858,0.6,0.121896,673,3875,4548,4751,4906,5342,5312,4968,3974,3982,4098,4788,4833,4654.57142857143,5124,4624.80952380952,-0.0246449456975773,4635.42632530436
"158","2",0,6,"0","2","1","1",0.7075,0.65595,0.597917,0.187808,763,4070,4833,4647.28571428571,4548,4906,5342,5312,4968,3974,3982,4098,4401,4718.85714285714,4727,4652.90476190476,-0.109809663250366,4815.74335301865
"159","2",0,6,"0","3","1","1",0.775833,0.727279,0.622083,0.136817,676,3725,4401,4593.57142857143,4833,4548,4906,5342,5312,4968,3974,3982,3915,4840.42857142857,4690.5,4686.71428571429,-0.213711702661979,4722.56103473293
"160","2",0,6,"0","4","1","2",0.808333,0.757579,0.568333,0.149883,563,3352,3915,4529.85714285714,4401,4833,4548,4906,5342,5312,4968,3974,4586,4901.42857142857,4617,4712.71428571429,-0.107448414695521,4520.65151101865
"161","2",0,6,"0","5","1","1",0.755,0.703292,0.605,0.140554,815,3771,4586,4597.28571428571,3915,4401,4833,4548,4906,5342,5312,4968,4966,4751,4158,4681.28571428571,0.21195652173913,4634.18335959007
"162","2",0,6,"0","6","0","1",0.725,0.678038,0.654583,0.15485,1729,3237,4966,4605.57142857143,4586,3915,4401,4833,4548,4906,5342,5312,4460,4647.28571428571,4250.5,4665.52380952381,0.136671686746988,4759.9971861615
"163","2",0,6,"0","0","0","1",0.6925,0.643325,0.747917,0.163567,1467,2993,4460,4716.85714285714,4966,4586,3915,4401,4833,4548,4906,5342,5020,4593.57142857143,4776,4625.57142857143,0.0703856233620367,4532.20502159007
"164","2",0,6,"0","1","1","1",0.635,0.601654,0.494583,0.30535,863,4157,5020,4695.71428571429,4460,4966,4586,3915,4401,4833,4548,4906,4891,4529.85714285714,4713,4616.04761904762,0.0909090909090909,4734.05840901865
"165","2",0,6,"0","2","1","1",0.604167,0.591546,0.507083,0.269283,727,4164,4891,4732.57142857143,5020,4460,4966,4586,3915,4401,4833,4548,5180,4597.28571428571,4740,4651.57142857143,-0.103781882145998,4773.23641559008
"166","2",0,6,"0","3","1","1",0.626667,0.587754,0.471667,0.167912,769,4411,5180,4754.42857142857,4891,5020,4460,4966,4586,3915,4401,4833,3767,4605.57142857143,4955.5,4670.57142857143,-0.0120008276432857,4877.40096159007
"167","2",0,6,"0","4","1","2",0.628333,0.595346,0.688333,0.206471,545,3222,3767,4795,5180,4891,5020,4460,4966,4586,3915,4401,4844,4716.85714285714,5035.5,4680.19047619048,-0.177005226084981,4373.66507901865
"168","2",0,6,"0","5","1","1",0.649167,0.600383,0.735833,0.143029,863,3981,4844,4650.71428571429,3767,5180,4891,5020,4460,4966,4586,3915,5119,4695.71428571429,4473.5,4636.85714285714,0.0378033205619413,4770.40803901865
"169","2",0,6,"0","6","0","1",0.696667,0.643954,0.670417,0.119408,1807,3312,5119,4642.71428571429,4844,3767,5180,4891,5020,4460,4966,4586,4744,4732.57142857143,4305.5,4644.71428571429,-0.0562581770606193,4935.41271130436
"170","2",0,6,"0","0","0","2",0.699167,0.645846,0.666667,0.102,1639,3105,4744,4546.57142857143,5119,4844,3767,5180,4891,5020,4460,4966,4010,4754.42857142857,4981.5,4661.90476190476,-0.0308095046314942,4779.05020759007
"171","2",0,6,"0","1","1","2",0.635,0.595346,0.74625,0.155475,699,3311,4010,4692.71428571429,4744,5119,4844,3767,5180,4891,5020,4460,4835,4795,4931.5,4659.80952380952,-0.063677130044843,4492.54562159007
"172","3",0,6,"0","2","1","2",0.680833,0.637646,0.770417,0.171025,774,4061,4835,4713.71428571429,4010,4744,5119,4844,3767,5180,4891,5020,4507,4650.71428571429,4377,4655.61904761905,0.201195219123506,4687.69940759007
"173","3",0,6,"0","3","1","1",0.733333,0.693829,0.7075,0.172262,661,3846,4507,4725.57142857143,4835,4010,4744,5119,4844,3767,5180,4891,4790,4642.71428571429,4422.5,4696.2380952381,0.0114496013085259,4600.20219444722
"174","3",0,6,"0","4","1","2",0.728333,0.693833,0.703333,0.238804,746,4044,4790,4805.71428571429,4507,4835,4010,4744,5119,4844,3767,5180,4991,4546.57142857143,4671,4721.61904761905,0.12992277992278,4629.98143930436
"175","3",0,6,"0","5","1","1",0.724167,0.656583,0.573333,0.222025,969,4022,4991,4905.42857142857,4790,4507,4835,4010,4744,5119,4844,3767,5202,4692.71428571429,4648.5,4713.14285714286,-0.271568887709052,4904.70454787579
"176","3",0,6,"0","6","0","1",0.695,0.643313,0.483333,0.209571,1782,3420,5202,4878.71428571429,4991,4790,4507,4835,4010,4744,5119,4844,5305,4713.71428571429,4890.5,4697.85714285714,-0.0303468208092486,4953.76966044722
"177","3",0,6,"0","0","0","1",0.68,0.637629,0.513333,0.0945333,1920,3385,5305,4981.28571428571,5202,4991,4790,4507,4835,4010,4744,5119,4708,4725.57142857143,5096.5,4691.19047619048,-0.0162141043172495,5001.11000730436
"178","3",0,6,"0","1","1","2",0.6825,0.637004,0.658333,0.107588,854,3854,4708,5084.85714285714,5305,5202,4991,4790,4507,4835,4010,4744,4648,4805.71428571429,5253.5,4710.19047619048,-0.118254637436762,4817.78698387579
"179","3",0,6,"0","2","1","1",0.744167,0.692558,0.634167,0.144283,732,3916,4648,5137.85714285714,4708,5305,5202,4991,4790,4507,4835,4010,5225,4905.42857142857,5006.5,4717.80952380952,-0.174064837905237,4856.8583721615
"180","3",0,6,"0","3","1","1",0.728333,0.654688,0.497917,0.261821,848,4377,5225,5126,4648,4708,5305,5202,4991,4790,4507,4835,5515,4878.71428571429,4678,4709,0.0386763185108583,5036.67611530436
"181","3",0,6,"0","4","1","1",0.696667,0.637008,0.434167,0.185312,1027,4488,5515,5032.28571428571,5225,4648,4708,5305,5202,4991,4790,4507,5362,4981.28571428571,4936.5,4748.2380952381,-0.159307743510095,5276.29678301865
"182","3",0,7,"0","5","1","1",0.7225,0.652162,0.39625,0.102608,1246,4116,5362,5223,5515,5225,4648,4708,5305,5202,4991,4790,5119,5084.85714285714,5370,4824.42857142857,-0.151356993736952,5269.27683187579
"183","3",0,7,"0","6","0","1",0.738333,0.667308,0.444583,0.115062,2204,2915,5119,5225.42857142857,5362,5515,5225,4648,4708,5305,5202,4991,4649,5137.85714285714,5438.5,4861.38095238095,-0.0743338008415147,5172.3077501615
"184","3",0,7,"0","0","0","2",0.716667,0.668575,0.6825,0.228858,2282,2367,4649,5140.28571428571,5119,5362,5515,5225,4648,4708,5305,5202,6043,5126,5240.5,4868.66666666667,0.0159554017685506,4934.13700130436
"185","3",0,7,"1","1","0","2",0.726667,0.665417,0.637917,0.0814792,3065,2978,6043,5008.42857142857,4649,5119,5362,5515,5225,4648,4708,5305,4665,5032.28571428571,4884,4877.66666666667,0.123656927426956,5448.7680301615
"186","3",0,7,"0","2","1","1",0.746667,0.696338,0.590417,0.126258,1031,3634,4665,4819.57142857143,6043,4649,5119,5362,5515,5225,4648,4708,4629,5223,5346,4926.38095238095,-0.283559898045879,5083.74363301865
"187","3",0,7,"0","3","1","1",0.72,0.685633,0.743333,0.149883,784,3845,4629,4850.57142857143,4665,6043,4649,5119,5362,5515,5225,4648,4592,5225.42857142857,5354,4915.61904761905,-0.00365748709122203,4988.06794530436
"188","3",0,7,"0","4","1","1",0.75,0.686871,0.65125,0.1592,754,3838,4592,4883.71428571429,4629,4665,6043,4649,5119,5362,5515,5225,4040,5140.28571428571,4647,4889.38095238095,0.114066985645933,4885.86347787579
"189","3",0,7,"0","5","1","2",0.709167,0.670483,0.757917,0.225129,692,3348,4040,4604.14285714286,4592,4629,4665,6043,4649,5119,5362,5515,5336,5008.42857142857,4610.5,4928.66666666667,0.167361740707162,4551.98697844722
"190","3",0,7,"0","6","0","1",0.733333,0.664158,0.609167,0.167912,1988,3348,5336,4546,4040,4592,4629,4665,6043,4649,5119,5362,4881,4819.57142857143,4316,4890.38095238095,0.246549794852667,4980.9950341615
"191","3",0,7,"0","0","0","1",0.7475,0.690025,0.578333,0.183471,1743,3138,4881,4505,5336,4040,4592,4629,4665,6043,4649,5119,4086,4850.57142857143,4688,4900.71428571429,-0.0423910920101582,4896.82916473293
"192","3",0,7,"0","1","1","1",0.7625,0.729804,0.635833,0.282337,723,3363,4086,4575.28571428571,4881,5336,4040,4592,4629,4665,6043,4649,4258,4883.71428571429,5108.5,4907.2380952381,-0.0499032049903205,4572.54364987579
"193","3",0,7,"0","2","1","1",0.794167,0.739275,0.559167,0.200254,662,3596,4258,4789.28571428571,4086,4881,5336,4040,4592,4629,4665,6043,4342,4604.14285714286,4483.5,4910.85714285714,0.323845771967566,4353.05876187579
"194","3",0,7,"0","3","1","1",0.746667,0.689404,0.631667,0.146133,748,3594,4342,4873.14285714286,4258,4086,4881,5336,4040,4592,4629,4665,5084,4546,4172,4883.38095238095,0.0872454448017149,4452.24126044722
"195","3",0,7,"0","4","1","1",0.680833,0.635104,0.47625,0.240667,888,4196,5084,4933.28571428571,4342,4258,4086,4881,5336,4040,4592,4629,5538,4505,4300,4875.52380952381,0.06200043205876,4757.48067787579
"196","3",0,7,"0","5","1","1",0.663333,0.624371,0.59125,0.182833,1318,4220,5538,4986.42857142857,5084,4342,4258,4086,4881,5336,4040,4592,5923,4575.28571428571,4713,4889.52380952381,-0.107142857142857,5041.9637821615
"197","3",0,7,"0","6","0","1",0.686667,0.638263,0.585,0.208342,2418,3505,5923,5026.85714285714,5538,5084,4342,4258,4086,4881,5336,4040,5302,4789.28571428571,5311,4915.57142857143,-0.370792079207921,5392.14757730436
"198","3",0,7,"0","0","0","1",0.719167,0.669833,0.604167,0.245033,2006,3296,5302,5025.42857142857,5923,5538,5084,4342,4258,4086,4881,5336,4458,4873.14285714286,5730.5,4949.90476190476,-0.110007496251874,5114.6818501615
"199","3",0,7,"0","1","1","1",0.746667,0.703925,0.65125,0.215804,841,3617,4458,4839.71428571429,5302,5923,5538,5084,4342,4258,4086,4881,4541,4933.28571428571,5612.5,4949.7619047619,-0.0862528170456874,4773.32050873293
"200","3",0,7,"0","2","1","1",0.776667,0.747479,0.650417,0.1306,752,3789,4541,4532.42857142857,4458,5302,5923,5538,5084,4342,4258,4086,4332,4986.42857142857,4880,4937.85714285714,-0.0910425844346549,4836.35415444722
"201","3",0,7,"0","3","1","1",0.768333,0.74685,0.707083,0.113817,644,3688,4332,4155.57142857143,4541,4458,5302,5923,5538,5084,4342,4258,3784,5026.85714285714,4499.5,4932.7619047619,-0.0664631282292156,4763.34774444722
"202","3",0,7,"0","4","1","2",0.815,0.826371,0.69125,0.222021,632,3152,3784,3913.28571428571,4332,4541,4458,5302,5923,5538,5084,4342,3387,5025.42857142857,4436.5,4890.2380952381,0.00230308613542146,4507.29318473293
"203","3",0,7,"0","5","1","1",0.848333,0.840896,0.580417,0.1331,562,2825,3387,3825,3784,4332,4541,4458,5302,5923,5538,5084,3285,4839.71428571429,4058,4807.80952380952,0.255704169944925,4150.40643930436
"204","3",0,7,"0","6","0","1",0.849167,0.804287,0.5,0.131221,987,2298,3285,3832,3387,3784,4332,4541,4458,5302,5923,5538,3606,4532.42857142857,3585.5,4713.7619047619,0.388407367280607,3879.3457381615
"205","3",0,7,"0","0","0","1",0.83,0.794829,0.550833,0.169171,1050,2556,3606,3878.28571428571,3285,3387,3784,4332,4541,4458,5302,5923,3840,4155.57142857143,3336,4626.42857142857,0.445382407563735,3774.3616461615
"206","3",0,7,"0","1","1","1",0.743333,0.720958,0.757083,0.0908083,568,3272,3840,3964.85714285714,3606,3285,3387,3784,4332,4541,4458,5302,4590,3913.28571428571,3445.5,4576.7619047619,0.319879290833648,3796.40725644722
"207","3",0,7,"0","2","1","1",0.771667,0.696979,0.540833,0.200258,750,3840,4590,4030.42857142857,3840,3606,3285,3387,3784,4332,4541,4458,4656,3825,3723,4471.85714285714,0.138627187079408,4137.50540101865
"208","3",0,7,"0","3","1","1",0.775,0.690667,0.402917,0.183463,755,3901,4656,4200.42857142857,4590,3840,3606,3285,3387,3784,4332,4541,4390,3832,4215,4468.28571428571,-0.010790574763268,4211.26822387579
"209","3",0,7,"0","4","1","1",0.779167,0.7399,0.583333,0.178479,606,3784,4390,4299.85714285714,4656,4590,3840,3606,3285,3387,3784,4332,3846,3878.28571428571,4623,4469.57142857143,-0.074792243767313,4139.4208321615
"210","3",0,7,"0","5","1","1",0.838333,0.785967,0.5425,0.174138,670,3176,3846,4360.71428571429,4390,4656,4590,3840,3606,3285,3387,3784,4475,3964.85714285714,4523,4459.95238095238,-0.16014799154334,3970.56264587579
"211","3",0,7,"0","6","0","1",0.804167,0.728537,0.465833,0.168537,1559,2916,4475,4397.14285714286,3846,4390,4656,4590,3840,3606,3285,3387,4302,4030.42857142857,4118,4450.71428571429,-0.135518157661647,4270.85485073293
"212","3",0,7,"0","0","0","1",0.805833,0.729796,0.480833,0.164813,1524,2778,4302,4242.57142857143,4475,3846,4390,4656,4590,3840,3606,3285,4266,4200.42857142857,4160.5,4409.71428571429,-0.362252663622527,4337.61974501865
"213","3",0,8,"0","1","1","1",0.771667,0.703292,0.550833,0.156717,729,3537,4266,4269.14285714286,4302,4475,3846,4390,4656,4590,3840,3606,4845,4299.85714285714,4388.5,4382.14285714286,-0.193011647254576,4347.90758444722
"214","3",0,8,"0","2","1","1",0.783333,0.707071,0.49125,0.20585,801,4044,4845,4414.85714285714,4266,4302,4475,3846,4390,4656,4590,3840,3574,4360.71428571429,4284,4390.71428571429,-0.1109375,4616.28583501865
"215","3",0,8,"0","3","1","2",0.731667,0.679937,0.6575,0.135583,467,3107,3574,4389,4845,4266,4302,4475,3846,4390,4656,4590,4576,4397.14285714286,4555.5,4418.66666666667,-0.0555555555555556,4076.39051987579
"216","3",0,8,"0","4","1","2",0.71,0.664788,0.7575,0.19715,799,3777,4576,4315.14285714286,3574,4845,4266,4302,4475,3846,4390,4656,4866,4242.57142857143,4209.5,4382.09523809524,0.232388316151203,4339.64309101865
"217","3",0,8,"0","5","1","1",0.710833,0.656567,0.630833,0.184696,1023,3843,4866,4323.71428571429,4576,3574,4845,4266,4302,4475,3846,4390,4294,4269.14285714286,4075,4357.90476190476,-0.042369020501139,4558.59035730436
"218","3",0,8,"0","6","0","2",0.716667,0.676154,0.755,0.22825,1521,2773,4294,4289,4866,4576,3574,4845,4266,4302,4475,3846,3785,4414.85714285714,4721,4325.90476190476,-0.265210608424337,4445.28961730436
"219","3",0,8,"0","0","0","1",0.7425,0.715292,0.752917,0.201487,1298,2487,3785,4461.28571428571,4294,4866,4576,3574,4845,4266,4302,4475,4326,4389,4580,4248.33333333333,0.0404469273743017,4136.12319930436
"220","3",0,8,"0","1","1","1",0.765,0.703283,0.592083,0.192175,846,3480,4326,4492.14285714286,3785,4294,4866,4576,3574,4845,4266,4302,4602,4315.14285714286,4039.5,4176.09523809524,0.120176662017666,4307.55761301865
"221","3",0,8,"0","2","1","1",0.775,0.724121,0.570417,0.151121,907,3695,4602,4497.71428571429,4326,3785,4294,4866,4576,3574,4845,4266,4780,4323.71428571429,4055.5,4169.80952380952,-0.0140646976090014,4467.5199241615
"222","3",0,8,"0","3","1","1",0.766667,0.684983,0.424167,0.200258,884,3896,4780,4477.14285714286,4602,4326,3785,4294,4866,4576,3574,4845,4792,4289,4464,4172.71428571429,0.0501547987616099,4506.12110873293
"223","3",0,8,"0","4","1","1",0.7175,0.651521,0.42375,0.164796,812,3980,4792,4482.14285714286,4780,4602,4326,3785,4294,4866,4576,3574,4905,4461.28571428571,4691,4194.04761904762,-0.337437045327364,4698.6211221615
"224","3",0,8,"0","5","1","1",0.708333,0.654042,0.415,0.125621,1051,3854,4905,4483.85714285714,4792,4780,4602,4326,3785,4294,4866,4576,4150,4492.14285714286,4786,4242.04761904762,-0.0472027972027972,4703.8240321615
"225","3",0,8,"0","6","0","2",0.685833,0.645858,0.729583,0.211454,1504,2646,4150,4501.42857142857,4905,4792,4780,4602,4326,3785,4294,4866,3820,4497.71428571429,4848.5,4314.33333333333,-0.00801479654747226,4369.3377861615
"226","3",0,8,"0","0","0","2",0.676667,0.624388,0.8175,0.222633,1338,2482,3820,4489.14285714286,4150,4905,4792,4780,4602,4326,3785,4294,4338,4477.14285714286,4527.5,4355.52380952381,0.0335351653469958,4203.55721787579
"227","3",0,8,"0","1","1","1",0.665833,0.616167,0.712083,0.208954,775,3563,4338,4348.14285714286,3820,4150,4905,4792,4780,4602,4326,3785,4725,4482.14285714286,3985,4365.71428571429,-0.00924702774108322,4441.60892359007
"228","3",0,8,"0","2","1","1",0.700833,0.645837,0.578333,0.236329,721,4004,4725,4240.71428571429,4338,3820,4150,4905,4792,4780,4602,4326,4694,4483.85714285714,4079,4389.42857142857,-0.00277392510402219,4608.62301330436
"229","3",0,8,"0","3","1","1",0.723333,0.666671,0.575417,0.143667,668,4026,4694,4389.42857142857,4725,4338,3820,4150,4905,4792,4780,4602,3805,4501.42857142857,4531.5,4395.85714285714,-0.0267275097783572,4612.03825073293
"230","3",0,8,"0","4","1","1",0.711667,0.662258,0.654583,0.233208,639,3166,3805,4397,4694,4725,4338,3820,4150,4905,4792,4780,4153,4489.14285714286,4709.5,4397.66666666667,0.0179916317991632,4207.45913473293
"231","3",0,8,"0","5","1","2",0.685,0.633221,0.722917,0.139308,797,3356,4153,4457,3805,4694,4725,4338,3820,4150,4905,4792,5191,4348.14285714286,4249.5,4369.80952380952,0.205968280467446,4222.36268959007
"232","3",0,8,"0","6","0","1",0.6975,0.648996,0.674167,0.104467,1914,3277,5191,4624.14285714286,4153,3805,4694,4725,4338,3820,4150,4905,3873,4240.71428571429,3979,4384.42857142857,0.153312945973496,4625.1133561615
"233","3",0,8,"0","0","0","1",0.710833,0.675525,0.77,0.248754,1249,2624,3873,4686.42857142857,5191,4153,3805,4694,4725,4338,3820,4150,4758,4389.42857142857,4672,4418.52380952381,-0.250843373493976,4249.9867521615
"234","3",0,8,"0","1","1","1",0.691667,0.638254,0.47,0.27675,833,3925,4758,4648.85714285714,3873,5191,4153,3805,4694,4725,4338,3820,5895,4397,4532,4398.09523809524,-0.0138743455497382,4576.16520759007
"235","3",0,8,"0","2","1","1",0.640833,0.606067,0.455417,0.146763,1281,4614,5895,4721.42857142857,4758,3873,5191,4153,3805,4694,4725,4338,5130,4457,4315.5,4421.52380952381,-0.0968188105117566,5124.89379787579
"236","3",0,8,"0","3","1","1",0.673333,0.630692,0.605,0.253108,949,4181,5130,4139.14285714286,5895,4758,3873,5191,4153,3805,4694,4725,3542,4624.14285714286,5326.5,4471.52380952381,-0.247619047619048,4935.04100501865
"237","3",0,8,"0","4","1","2",0.684167,0.645854,0.771667,0.210833,435,3107,3542,4205,5130,5895,4758,3873,5191,4153,3805,4694,4661,4686.42857142857,5512.5,4545.61904761905,-0.0928845334469536,4237.83779187579
"238","3",0,8,"0","5","1","1",0.7,0.659733,0.76125,0.0839625,768,3893,4661,4187.28571428571,3542,5130,5895,4758,3873,5191,4153,3805,1115,4648.85714285714,4336,4496.38095238095,0.069119579500657,4657.52988244722
